0,0,0,0,0,0,0,0,0,0,0,0
2147700939,2147771688,2147558485,2147630261,2147507230,2147623048,2147536934,2147520548,2147483648,2147937717,2147652768,2147492873
11540480,12593152,6302720,12591104,10499072,9445376,11545600,8396800,11543552,12592128,11544576,11540480
11546624,7350272,13638656,10498048,6303744,9446400,13639680,10491904,9445376,10493952,11548672,9452544
7348224,9446400,9445376,15734784,9444352,9451520,7351296,11543552,7350272,11544576,11543552,10498048
13639680,11543552,10494976,9444352,12590080,14688256,9445376,12593152,9446400,9443328,13645824,10498048
9449472,10497024,12593152,10494976,11543552,11542528,12596224,6303744,9444352,9446400,17836032,6300672
11544576,8397824,9447424,10491904,8399872,8397824,9447424,9447424,6303744,12594176,8394752,9448448
9450496,8394752,10496000,10498048,10498048,12592128,12592128,7350272,10498048,7352320,8401920,9446400
6299648,8398848,9445376,9446400,12594176,9445376,10496000,12592128,5250048,9449472,13637632,12589056
8396800,10492928,10494976,8398848,9443328,10494976,12594176,6302720,11545600,9446400,12593152,13640704
8397824,10496000,10497024,10494976,7349248,9444352,10492928,12590080,11542528,10500096,10496000,15738880
8398848,12594176,7350272,12596224,6307840,10494976,10494976,10491904,12592128,8399872,8398848,12593152
7350272,6299648,8397824,6303744,12592128,12590080,12594176,10498048,10497024,7347200,9446400,7347200
9447424,10493952,9448448,9442304,10496000,10496000,11541504,7351296,7349248,9448448,12592128,8398848
11544576,7350272,8399872,14693376,10494976,8395776,8396800,10497024,11544576,7348224,5249024,9447424
8396800,9445376,14689280,7350272,6302720,13640704,11544576,5255168,8397824,14686208,10492928,8397824
10493952,9448448,8398848,9443328,8396800,5251072,10497024,10499072,10492928,9448448,8398848,7354368
8396800,10490880,8395776,11544576,9449472,10491904,10492928,8397824,11542528,5251072,6301696,8399872
10492928,8395776,12593152,10492928,10497024,11540480,12594176,5251072,9447424,10496000,13640704,10492928
9446400,9444352,11544576,8397824,8398848,10494976,8395776,12593152,10497024,9448448,11544576,9445376
11547648,7350272,9448448,8396800,5256192,8398848,13638656,11542528,9441280,11546624,13640704,6301696
10493952,11540480,8395776,10498048,10497024,12593152,13638656,12592128,10493952,11541504,10497024,13640704
7350272,9446400,12593152,10493952,9447424,12594176,6304768,9447424,10493952,9448448,10499072,9449472
11543552,11546624,9446400,9445376,13639680,10498048,10496000,11544576,12591104,11545600,11544576,8398848
9442304,6301696,11544576,9446400,10493952,13644800,11542528,12590080,9450496,4202496,10494976,11541504
